participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
2.0,0.0,1.0,6.0,7.0,0.5,3,0,0.0,1,1,0,-1.0,0.49999999999999994,0.0,0.0,4071.777700000198
2.0,0.0,1.0,6.0,7.0,0.5,4,0,0.0,2,1,0,-1.0,0.4285714285714285,0.0,0.0,4721.751700000093
2.0,0.0,1.0,6.0,7.0,0.5,5,0,1.0,3,1,0,-1.0,0.35999999999999993,0.0,0.0,5305.061699999997
2.0,0.0,1.0,6.0,7.0,0.5,6,0,1.0,3,2,0,-1.0,0.42857142857142844,0.0,0.0,5888.371699999907
2.0,0.0,1.0,6.0,7.0,0.5,7,0,0.0,3,3,0,-1.0,0.49999999999999983,0.0,0.0,6405.017699999822
2.0,0.0,1.0,6.0,7.0,0.5,8,1,0.0,4,3,0,-1.0,0.4285714285714284,0.0,0.0,8271.60969999953
2.0,0.0,1.0,7.0,9.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,3205.141299999552
2.0,0.0,1.0,7.0,9.0,0.1,2,0,1.0,0,1,0,-1.0,0.12903225806451613,1.0,1.0,3838.449299999449
2.0,0.0,1.0,7.0,9.0,0.1,3,0,1.0,0,2,0,-1.0,0.16494845360824742,1.0,1.0,4355.09529999937
2.0,0.0,1.0,7.0,9.0,0.1,4,0,1.0,0,3,0,-1.0,0.20846905537459284,1.0,1.0,5171.729299999239
2.0,0.0,1.0,7.0,9.0,0.1,5,0,1.0,0,4,0,-1.0,0.2598984771573604,1.0,1.0,5688.375299999154
2.0,0.0,1.0,7.0,9.0,0.1,6,0,1.0,0,5,1,1.0,1.0,1.0,1.0,6205.021299999074
2.0,0.0,1.0,7.0,9.0,0.1,7,0,1.0,0,6,1,1.0,1.0,1.0,1.0,7554.967299999167
2.0,0.0,1.0,7.0,9.0,0.1,8,0,1.0,0,7,1,1.0,1.0,1.0,1.0,8221.60729999928
2.0,0.0,1.0,7.0,9.0,0.1,9,0,1.0,0,8,1,1.0,1.0,1.0,1.0,9621.551299999517
2.0,0.0,1.0,7.0,9.0,0.1,10,1,1.0,0,9,1,1.0,1.0,1.0,1.0,10704.841299999698
2.0,0.0,1.0,8.0,1.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,1.0,2738.486700000021
2.0,0.0,1.0,8.0,1.0,0.5,2,1,1.0,1,0,0,-1.0,0.42857142857142855,1.0,1.0,7688.288699999254
2.0,0.0,1.0,9.0,3.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,1.0,0.0,4121.771300000578
2.0,0.0,1.0,9.0,3.0,0.9,2,0,0.0,1,0,0,-1.0,0.8709677419354839,1.0,0.0,4921.739300000711
2.0,0.0,1.0,9.0,3.0,0.9,3,0,0.0,2,0,0,-1.0,0.8350515463917526,1.0,0.0,5538.38130000082
2.0,0.0,1.0,9.0,3.0,0.9,4,1,0.0,3,0,0,-1.0,0.7915309446254072,1.0,0.0,7454.971300000835
2.0,0.0,1.0,10.0,9.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,0.0,1.0,5938.2553000003845
