participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
2.0,0.0,1.0,6.0,3.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,1.0,0.0,3692.608399999975
2.0,0.0,1.0,6.0,3.0,0.5,3,1,0.0,3,0,0,-1.0,0.2967032967032967,1.0,0.0,3692.608399999975
2.0,0.0,1.0,7.0,1.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,3073.775200000045
2.0,0.0,1.0,7.0,1.0,0.7,1,1,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,3073.775200000045
2.0,0.0,1.0,8.0,3.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,1306.5626999999956
2.0,0.0,1.0,8.0,3.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,2374.2091000000205
2.0,0.0,1.0,8.0,3.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675675,0.0,0.0,3308.221800000052
2.0,0.0,1.0,8.0,3.0,0.7,3,1,0.0,3,0,0,-1.0,0.4960629921259842,0.0,0.0,3308.221800000052
2.0,0.0,1.0,9.0,3.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,0.0,1234.636800000022
2.0,0.0,1.0,9.0,3.0,0.9,2,0,0.0,1,0,0,-1.0,0.8709677419354839,0.0,0.0,1868.4440999999729
2.0,0.0,1.0,9.0,3.0,0.9,3,0,0.0,2,0,0,-1.0,0.8350515463917525,0.0,0.0,2602.437299999957
2.0,0.0,1.0,9.0,3.0,0.9,3,1,0.0,3,0,0,-1.0,0.7915309446254071,0.0,0.0,2602.437299999957
2.0,0.0,1.0,10.0,3.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,0.0,1.0,1387.884100000042
2.0,0.0,1.0,10.0,3.0,0.3,2,0,1.0,0,1,0,-1.0,0.2432432432432432,0.0,1.0,1938.2448000000325
2.0,0.0,1.0,10.0,3.0,0.3,3,0,1.0,0,2,0,-1.0,0.19424460431654672,0.0,1.0,2438.6207999999688
2.0,0.0,1.0,10.0,3.0,0.3,3,1,1.0,0,3,0,-1.0,0.1531190926275992,0.0,1.0,2438.6207999999688
2.0,0.0,1.0,11.0,9.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,0.0,1554.5276999999944
